finished,age,gender,educ,employment,income,ideology_left,attention_check,democ1_squabble_pre,democ2_econ_bad_pre,democ3_no_order_pre,democ4_military_pre,democ5_better_pre,dem_estimate_pre,treat_share_high,dem_estimate_post,treat_turnout_high,democ1_squabble_post,democ2_econ_bad_post,democ3_no_order_post,democ4_military_post,democ5_better_post,behavioral,part_time_employ,full_time_employ,democ_post_all_missing,pre_democ_index,post_democ_index,male,zip_first_digit,non_white_share
1,31,Female,3,Part-time employed,15000,4,8,4,NA,4,NA,NA,52,1,50,0,NA,4,NA,2,3,0,1,0,0,8,9,0,4,0.23405188362500173
1,36,Female,2,Full-time employed,20000,3,8,3,NA,NA,3,NA,53,1,42,0,NA,3,3,NA,3,0,0,1,0,6,9,0,6,0.12788313685289598
1,57,Female,3,Homemaker,45000,4,8,NA,NA,NA,3,4,60,0,39,1,2,3,3,NA,NA,0,0,0,0,7,8,0,6,0.06113088718510406
1,53,Female,3,Part-time employed,15000,4,8,NA,1,1,NA,NA,80,1,80,0,1,NA,NA,5,4,NA,1,0,0,2,10,0,2,0.32486214337089425
1,77,Female,1,Retired,70000,2,8,4,NA,NA,NA,5,53,0,40,1,NA,4,4,5,NA,NA,0,0,0,9,13,0,0,0.09003903790454604
1,26,Female,2,Permanently disabled,0,1,4,NA,NA,5,5,NA,32,1,58,1,1,1,NA,NA,1,0,0,0,0,10,3,0,8,0.1067748620800374
1,34,Female,2,Full-time employed,550,2,8,3,NA,3,NA,NA,47,1,41,1,NA,3,NA,3,4,1,0,1,0,6,10,0,2,0.9685835218565276
1,37,Female,2,Unemployed,1000,3,8,NA,NA,3,3,NA,36,0,48,1,3,3,NA,NA,3,0,0,0,0,6,9,0,3,0.3212824427480916
1,26,Male,5,Full-time employed,65000,6,8,NA,4,NA,NA,3,25,0,22,0,3,NA,3,4,NA,1,0,1,0,7,10,1,1,0.10905362205199354
1,30,Female,5,Full-time employed,85000,1,8,1,1,NA,NA,NA,55,0,45,0,NA,NA,1,4,2,0,0,1,0,2,7,0,5,0.2133930455579264
1,41,Male,6,Full-time employed,75000,1,8,1,2,NA,NA,NA,52,0,40,0,NA,NA,3,4,3,0,0,1,0,3,10,1,2,0.04888773926539058
1,36,Female,2,Part-time employed,100000,6,6,NA,2,NA,4,NA,60,0,51,0,3,NA,2,NA,2,1,1,0,0,6,7,0,2,0.15425369020640656
1,52,Female,3,Unemployed,33000,4,8,NA,NA,NA,5,5,50,0,59,1,4,4,4,NA,NA,0,0,0,0,10,12,0,3,0.4363408171803096
1,62,Female,3,Retired,0,3,6,NA,NA,1,NA,3,54,0,44,0,1,2,NA,3,NA,NA,0,0,0,4,6,0,7,0.25655949307674253
1,59,Male,5,Full-time employed,115000,2,8,NA,NA,NA,5,5,50,0,60,0,4,4,4,NA,NA,NA,0,1,0,10,12,1,2,0.49268445126282
1,41,Female,2,Full-time employed,10000,5,8,3,NA,3,NA,NA,95,0,82,1,NA,2,NA,2,4,0,0,1,0,6,8,0,7,0.1917533525504449
1,53,Female,2,Full-time employed,98000,4,8,1,5,NA,NA,NA,70,1,50,0,NA,NA,5,5,5,0,0,1,0,6,15,0,2,0.10870212639228061
1,29,Female,2,Part-time employed,3000,4,8,2,NA,2,NA,NA,81,0,40,0,NA,2,NA,4,4,NA,1,0,0,4,10,0,7,0.24941434044882316
1,24,Female,2,Part-time employed,20000,6,8,NA,5,NA,NA,2,27,1,17,1,4,NA,3,1,NA,0,1,0,0,7,8,0,7,0.44890643750241943
1,40,Female,3,Part-time employed,50000,2,8,NA,4,NA,NA,4,58,1,49,0,2,NA,2,4,NA,0,1,0,0,8,8,0,8,0.33593830866369945
1,54,Female,3,Homemaker,350000,4,8,NA,NA,NA,3,3,30,0,42,0,2,2,2,NA,NA,0,0,0,0,6,6,0,2,0.4814127379752877
1,45,Female,1,Homemaker,21000,2,8,NA,1,NA,5,NA,50,1,50,0,1,NA,1,NA,4,0,0,0,0,6,6,0,7,0.16426717016757142
1,58,Female,2,Homemaker,51000,3,8,2,NA,2,NA,NA,80,0,44,0,NA,2,NA,4,3,0,0,0,0,4,9,0,1,0.04802649737786368
1,46,Female,2,Part-time employed,24000,7,8,NA,NA,NA,1,5,100,0,95,1,1,1,1,NA,NA,0,1,0,0,6,3,0,4,0.09561752988047811
1,66,Male,3,Full-time employed,74000,2,8,4,NA,3,NA,NA,50,0,40,0,NA,4,NA,5,5,0,0,1,0,7,14,1,2,0.4928677052681893
1,35,Female,3,Unemployed,0,4,8,3,NA,NA,NA,1,51,0,100,0,NA,1,1,5,NA,0,0,0,0,4,7,0,0,0.08830534889875619
1,32,Male,2,Full-time employed,45000,3,6,NA,NA,NA,5,5,24,0,48,1,3,5,4,NA,NA,1,0,1,0,10,12,1,7,0.2325935596170583
1,27,Female,2,Part-time employed,1000,4,8,2,NA,NA,1,NA,76,0,79,0,NA,1,4,NA,3,0,1,0,0,3,8,0,2,0.29752571021280927
1,50,Female,4,Homemaker,20000,4,8,NA,NA,4,2,NA,100,1,81,0,2,2,NA,NA,4,NA,0,0,0,6,8,0,3,0.24453524004085803
1,53,Female,2,Full-time employed,49000,1,8,NA,NA,5,5,NA,100,0,100,1,1,1,NA,NA,1,0,0,1,0,10,3,0,3,0.24504398056977816
1,43,Female,5,Full-time employed,75000,2,8,NA,3,2,NA,NA,80,1,53,1,2,NA,NA,2,2,0,0,1,0,5,6,0,0,0.2637316707881996
1,39,Female,2,Full-time employed,39000,1,8,3,NA,NA,2,NA,52,1,57,0,NA,2,2,NA,3,0,0,1,0,5,7,0,7,0.4537622526449342
1,20,Male,1,Unemployed,0,4,8,NA,3,NA,NA,3,42,1,43,0,3,NA,2,4,NA,0,0,0,0,6,9,1,4,0.07485245429681875
1,56,Male,4,Full-time employed,5000,7,6,NA,2,NA,NA,4,58,0,28,0,3,NA,4,3,NA,0,0,1,0,6,10,1,2,0.16346198830409353
1,37,Male,6,Full-time employed,1,7,8,NA,1,1,NA,NA,100,0,100,0,1,NA,NA,1,5,0,0,1,0,2,7,1,4,0.5379865055464491
1,55,Female,2,Full-time employed,51000,4,8,2,NA,1,NA,NA,82,0,44,1,NA,1,NA,3,2,0,0,1,0,3,6,0,7,0.5790033642924921
1,56,Female,3,Retired,11500,2,4,NA,3,NA,NA,5,80,0,60,1,3,NA,4,4,NA,0,0,0,0,8,11,0,3,0.04418886198547211
1,25,Male,5,Full-time employed,20000,6,8,NA,NA,NA,2,4,67,1,34,0,2,4,3,NA,NA,0,0,1,0,6,9,1,4,0.06520503451075921
1,42,Female,4,Full-time employed,74500,1,8,NA,NA,NA,4,2,29,1,50,0,2,2,2,NA,NA,1,0,1,0,6,6,0,3,0.07511737089201875
1,36,Female,4,Full-time employed,48999,4,8,2,NA,NA,3,NA,72,0,56,1,NA,3,4,NA,3,0,0,1,0,5,10,0,3,0.2904533971546337
1,25,Female,2,Unemployed,100000,2,8,2,NA,NA,NA,1,54,0,40,1,NA,2,2,2,NA,0,0,0,0,3,6,0,1,0.0811286001339585
1,82,Male,4,Part-time employed,39000,1,8,NA,4,4,NA,NA,32,0,43,0,4,NA,NA,4,4,0,1,0,0,8,12,1,7,0.39713250830063385
1,28,Male,5,Part-time employed,12550,2,8,NA,1,2,NA,NA,56,1,72,0,1,NA,NA,5,5,0,1,0,0,3,11,1,1,0.5343371828409792
1,23,Male,2,Full-time employed,70000,4,8,NA,3,3,NA,NA,70,0,70,1,3,NA,NA,3,2,1,0,1,0,6,8,1,2,0.12178514956920194
1,52,Female,4,Full-time employed,45000,2,8,NA,NA,NA,5,5,92,0,35,1,5,5,5,NA,NA,1,0,1,0,10,15,0,3,0.5975030067006472
1,53,Female,3,Homemaker,9999,4,8,3,NA,3,NA,NA,50,1,60,1,NA,1,NA,3,1,0,0,0,0,6,5,0,3,0.34214298512811325
1,40,Female,4,Full-time employed,40000,1,8,1,NA,1,NA,NA,31,1,38,1,NA,1,NA,5,5,0,0,1,0,2,11,0,8,0.24886007111482955
1,55,Male,3,Full-time employed,42000,1,8,NA,2,NA,4,NA,73,1,50,1,4,NA,3,NA,4,NA,0,1,0,6,11,1,7,0.22940658695811633
1,41,Female,3,Full-time employed,34000,5,8,NA,NA,2,NA,3,42,0,44,0,2,2,NA,2,NA,0,0,1,0,5,6,0,1,0.0170239596469105
1,55,Female,2,Full-time employed,49000,3,8,NA,3,NA,1,NA,67,1,41,1,1,NA,3,NA,3,0,0,1,0,4,7,0,3,0.21242754333398672
1,48,Female,3,Full-time employed,55000,3,8,4,NA,NA,4,NA,50,0,44,1,NA,4,3,NA,2,0,0,1,0,8,9,0,1,0.05660874144286465
1,57,Female,5,Student,27000,2,8,2,NA,NA,NA,4,49,0,40,0,NA,4,2,3,NA,0,0,0,0,6,9,0,4,0.04516203171684674
1,50,Female,4,Full-time employed,40000,2,8,NA,2,2,NA,NA,79,1,50,1,2,NA,NA,3,3,0,0,1,0,4,8,0,6,0.07632770687525736
1,57,Male,2,Unemployed,23000,4,8,NA,NA,2,4,NA,65,0,44,1,2,2,NA,NA,3,0,0,0,0,6,7,1,1,0.12129934210526316
1,43,Female,2,Full-time employed,29000,7,8,3,NA,NA,NA,3,43,1,43,1,NA,3,2,3,NA,0,0,1,0,6,8,0,7,0.15104740904079383
1,50,Female,3,Full-time employed,13000,1,4,3,NA,NA,NA,3,62,1,58,1,NA,3,3,3,NA,0,0,1,0,6,9,0,3,0.4155036221503704
1,66,Female,2,Retired,15000,2,4,NA,2,NA,3,NA,69,1,68,1,2,NA,2,NA,3,0,0,0,0,5,7,0,3,0.5975030067006472
1,56,Female,2,Homemaker,560000,1,8,1,NA,NA,NA,2,100,1,100,1,NA,2,1,3,NA,NA,0,0,0,3,6,0,7,0.19362089679494632
1,30,Male,2,Full-time employed,75000,7,8,1,NA,NA,NA,5,100,1,100,0,NA,1,1,1,NA,0,0,1,0,6,3,1,1,0.24963849846723352
1,35,Female,2,Unemployed,10000,3,8,NA,2,NA,NA,3,41,0,68,0,4,NA,2,3,NA,0,0,0,0,5,9,0,2,0.1277204608780782
1,75,Female,2,Retired,500000,1,8,NA,5,1,NA,NA,64,1,52,1,4,NA,NA,4,5,0,0,0,0,6,13,0,1,0.23203560315507632
1,54,Male,6,Full-time employed,79000,1,8,NA,NA,3,3,NA,33,1,63,0,2,2,NA,NA,2,0,0,1,0,6,6,1,9,0.3439908286096427
1,53,Female,3,Full-time employed,5000,4,8,NA,2,NA,NA,4,99,0,100,1,2,NA,2,2,NA,0,0,1,0,6,6,0,2,0.22104924364338585
1,34,Female,2,Part-time employed,60000,1,8,2,NA,NA,5,NA,33,0,45,0,NA,2,2,NA,4,NA,1,0,0,7,8,0,3,0.3905367793240556
1,50,Female,5,Part-time employed,39000,2,8,NA,5,NA,4,NA,59,0,44,0,5,NA,4,NA,5,NA,1,0,0,9,14,0,3,NA
1,60,Male,2,Retired,20000,2,6,NA,5,NA,5,NA,83,1,53,1,5,NA,5,NA,5,0,0,0,0,10,15,1,9,0.6874469231401412
1,63,Male,4,Part-time employed,38000,2,8,3,NA,3,NA,NA,30,0,40,1,NA,3,NA,4,2,0,1,0,0,6,9,1,7,0.3025720873132317
1,68,Male,4,Retired,51000,1,8,NA,NA,4,NA,5,45,0,44,0,4,5,NA,5,NA,0,0,0,0,9,14,1,2,0.14642613601140664
1,20,Female,2,Full-time employed,25000,3,8,NA,2,NA,4,NA,45,0,44,0,2,NA,3,NA,4,NA,0,1,0,6,9,0,7,0.37331471082860646
1,23,Male,3,Part-time employed,2000,5,8,NA,NA,3,NA,4,57,0,68,1,3,2,NA,3,NA,0,1,0,0,7,8,1,2,0.9095687199135476
1,36,Female,2,Part-time employed,20000,1,8,NA,1,NA,4,NA,53,1,35,0,1,NA,1,NA,3,NA,1,0,0,5,5,0,8,0.7417218543046358
1,58,Male,2,Full-time employed,54000,2,8,NA,NA,4,NA,5,56,1,51,0,3,4,NA,5,NA,1,0,1,0,9,12,1,4,0.1724019204651963
1,40,Female,2,Full-time employed,25000,4,8,3,NA,NA,4,NA,54,0,39,0,NA,2,2,NA,4,NA,0,1,0,7,8,0,0,0.18189515535267264
1,32,Female,3,Part-time employed,12000,4,8,NA,3,NA,NA,3,37,1,49,0,2,NA,2,2,NA,0,1,0,0,6,6,0,6,0.10557226758344074
1,66,Female,3,Retired,39999,1,6,NA,4,1,NA,NA,57,0,43,0,1,NA,NA,4,4,0,0,0,0,5,9,0,6,0.26310981180339854
1,44,Female,3,Homemaker,85000,1,8,NA,NA,1,1,NA,61,0,58,0,1,1,NA,NA,1,0,0,0,0,2,3,0,2,0.1346256257322399
1,62,Female,2,Permanently disabled,96000,2,6,2,NA,NA,NA,5,50,0,28,1,NA,1,1,3,NA,1,0,0,0,7,5,0,9,0.5636803400845325
1,33,Female,2,Unemployed,2500,5,8,NA,3,3,NA,NA,54,0,44,0,3,NA,NA,3,3,0,0,0,0,6,9,0,2,0.03564727954971858
1,66,Male,2,Permanently disabled,22000,3,8,2,NA,4,NA,NA,40,0,41,0,NA,4,NA,5,5,1,0,0,0,6,14,1,6,0.2584310189359783
1,52,Male,2,Permanently disabled,10000,1,8,NA,NA,NA,5,1,77,1,64,1,2,2,1,NA,NA,0,0,0,0,6,5,1,2,0.6804424748359614
1,61,Male,2,Full-time employed,75000,4,8,4,NA,4,NA,NA,35,0,40,0,NA,4,NA,2,4,0,0,1,0,8,10,1,3,0.09282966513211832
1,50,Female,2,Retired,39000,2,8,2,NA,NA,NA,4,100,1,50,1,NA,4,3,5,NA,NA,0,0,0,6,12,0,3,0.38638275266722744
1,53,Male,2,Permanently disabled,21000,4,8,1,4,NA,NA,NA,50,0,44,0,NA,NA,5,5,5,1,0,0,0,5,15,1,5,0.06338028169014087
1,43,Female,5,Full-time employed,140000,3,8,NA,3,4,NA,NA,51,1,44,1,3,NA,NA,4,4,0,0,1,0,7,11,0,2,0.1925911744998564
1,64,Female,2,Retired,14000,1,8,NA,NA,NA,4,4,35,1,51,1,3,2,2,NA,NA,NA,0,0,0,8,7,0,6,0.12049318702520195
1,55,Female,4,Unemployed,10000,2,8,NA,3,NA,NA,4,59,0,42,1,3,NA,3,3,NA,0,0,0,0,7,9,0,3,0.2695372664568405
1,33,Male,3,Full-time employed,120000,2,8,NA,3,NA,2,NA,41,0,54,0,2,NA,3,NA,2,0,0,1,0,5,7,1,4,0.05462527438068365
1,52,Female,3,Full-time employed,97000,4,8,2,NA,NA,4,NA,45,0,44,0,NA,2,2,NA,2,0,0,1,0,6,6,0,4,0.02970084322466293
1,33,Female,2,Permanently disabled,10000,4,8,NA,NA,NA,2,2,53,0,52,0,3,2,3,NA,NA,0,0,0,0,4,8,0,2,0.17148014440433212
1,39,Male,6,Full-time employed,178000,4,8,2,1,NA,NA,NA,87,1,69,1,NA,NA,3,2,4,0,0,1,0,3,9,1,1,0.4071841851494696
1,57,Female,1,Homemaker,15000,1,8,1,NA,1,NA,NA,51,1,71,0,NA,1,NA,4,1,0,0,0,0,2,6,0,6,0.1152557127312296
1,53,Female,2,Part-time employed,20000,4,8,NA,NA,3,NA,1,80,0,44,1,2,3,NA,3,NA,0,1,0,0,4,8,0,4,0.04732879168160631
1,57,Female,2,Permanently disabled,23000,4,8,NA,2,NA,NA,2,52,0,46,0,3,NA,2,4,NA,0,0,0,0,4,9,0,1,0.2283176593521421
1,52,Female,4,Retired,18000,4,8,NA,NA,NA,2,3,50,1,50,0,2,2,2,NA,NA,0,0,0,0,5,6,0,2,0.0429824561403509
1,68,Female,3,Retired,35000,3,8,3,NA,3,NA,NA,41,1,50,1,NA,4,NA,4,5,0,0,0,0,6,13,0,7,0.15017064846416384
1,54,Male,2,Retired,15000,1,10,NA,NA,3,3,NA,20,1,100,1,4,4,NA,NA,4,1,0,0,0,6,12,1,2,0.24107505528726816
1,44,Male,5,Full-time employed,100000,1,8,NA,NA,4,2,NA,77,1,54,1,2,2,NA,NA,4,1,0,1,0,6,8,1,1,0.1884940263298075
1,40,Female,4,Full-time employed,69050,4,8,1,2,NA,NA,NA,68,0,48,1,NA,NA,4,4,4,0,0,1,0,3,12,0,8,0.10144628808959431
1,59,Female,4,Part-time employed,24000,2,8,4,NA,NA,NA,1,69,1,51,1,NA,4,4,4,NA,0,1,0,0,5,12,0,9,0.5083247403234326
1,61,Female,3,Full-time employed,105000,1,8,1,NA,1,NA,NA,48,1,50,0,NA,1,NA,4,4,1,0,1,0,2,9,0,1,0.1516742158066291
1,23,Female,2,Unemployed,5000,4,8,NA,1,NA,3,NA,11,0,20,0,3,NA,3,NA,3,1,0,0,0,4,9,0,6,0.2222856327578827
1,38,Male,3,Full-time employed,1185,3,8,3,NA,NA,2,NA,49,0,57,1,NA,3,2,NA,2,NA,0,1,0,5,7,1,4,0.18393155258764604
1,80,Female,2,Retired,19999,2,8,NA,4,NA,NA,5,70,1,40,0,3,NA,3,4,NA,1,0,0,0,9,10,0,8,1
1,76,Male,6,Part-time employed,73000,1,8,NA,NA,1,NA,5,59,1,65,1,4,3,NA,5,NA,0,1,0,0,6,12,1,2,0.22334324553950724
1,65,Female,4,Part-time employed,39000,2,8,1,NA,1,NA,NA,89,0,44,0,NA,1,NA,4,5,0,1,0,0,2,10,0,5,0.08142466341254095
1,24,Male,2,Full-time employed,12000,6,8,3,NA,NA,3,NA,6,1,100,1,NA,3,3,NA,3,0,0,1,0,6,9,1,7,0.2502989238740534
1,70,Female,4,Retired,20500,1,8,NA,NA,3,NA,4,74,1,49,0,2,1,NA,4,NA,0,0,0,0,7,7,0,3,0.2531065567646985
1,33,Female,3,Full-time employed,44000,4,8,NA,3,NA,3,NA,46,1,25,1,3,NA,4,NA,2,0,0,1,0,6,9,0,1,0.04236200256739408
1,61,Female,6,Full-time employed,35000,4,8,NA,3,2,NA,NA,70,1,51,0,3,NA,NA,4,4,0,0,1,0,5,11,0,3,0.21100038328861637
1,67,Female,2,Retired,39999,3,8,2,NA,NA,4,NA,81,0,72,1,NA,3,1,NA,4,0,0,0,0,6,8,0,9,0.13814647691773685
1,45,Male,4,Full-time employed,65000,3,8,NA,NA,NA,5,5,61,0,37,0,3,5,5,NA,NA,0,0,1,0,10,13,1,1,0.3621352194252617
1,52,Female,5,Full-time employed,35000,1,8,NA,4,NA,NA,4,10,0,15,1,4,NA,4,4,NA,0,0,1,0,8,12,0,3,0.17599221519427266
1,52,Male,2,Full-time employed,52000,4,8,NA,2,NA,NA,5,66,0,53,0,4,NA,4,2,NA,0,0,1,0,7,10,1,1,0.13205481851219403
1,53,Female,5,Full-time employed,37000,1,6,1,NA,1,NA,NA,86,1,33,1,NA,1,NA,3,1,0,0,1,0,2,5,0,8,0.4401416859030486
1,38,Male,3,Unemployed,23000,7,8,3,NA,NA,4,NA,42,0,31,0,NA,4,3,NA,3,0,0,0,0,7,10,1,5,0.3115336266499057
1,57,Female,4,Full-time employed,48235,2,8,NA,2,4,NA,NA,78,1,50,1,4,NA,NA,2,2,0,0,1,0,6,8,0,7,0.26284266581397353
1,70,Female,2,Retired,100000,1,6,NA,NA,3,4,NA,22,1,60,0,3,4,NA,NA,4,0,0,0,0,7,11,0,4,0.03366565525213116
1,43,Female,2,Full-time employed,25000,1,8,2,4,NA,NA,NA,80,1,87,0,NA,NA,4,2,2,1,0,1,0,6,8,0,2,0.3507809202195019
1,68,Male,2,Retired,55000,3,8,4,NA,NA,NA,5,73,0,45,1,NA,3,4,5,NA,0,0,0,0,9,12,1,5,NA
1,21,Female,4,Student,150000,2,8,NA,NA,NA,3,1,40,1,50,0,2,2,2,NA,NA,0,0,0,0,4,6,0,9,0.14668060162675511
1,76,Male,2,Retired,29000,4,8,NA,NA,5,NA,5,32,0,32,1,4,4,NA,5,NA,1,0,0,0,10,13,1,0,0.03240360951599674
1,55,Male,2,Full-time employed,4600,1,8,NA,3,1,NA,NA,51,0,32,0,1,NA,NA,1,5,0,0,1,0,4,7,1,4,0.3134863701578192
1,21,Female,3,Full-time employed,88000,1,8,NA,NA,NA,4,1,22,1,50,1,1,2,2,NA,NA,0,0,1,0,5,5,0,1,0.10905362205199354
1,52,Female,3,Full-time employed,40000,2,8,NA,1,2,NA,NA,70,1,30,0,2,NA,NA,3,2,0,0,1,0,3,7,0,2,0.35049153694401614
1,37,Female,2,Part-time employed,25000,4,8,4,NA,NA,4,NA,49,1,50,0,NA,2,3,NA,4,0,1,0,0,8,9,0,1,0.24245139324433296
1,68,Male,3,Retired,97000,2,8,2,NA,NA,4,NA,50,1,35,0,NA,4,4,NA,5,0,0,0,0,6,13,1,1,0.1244570664884731
1,21,Female,2,Full-time employed,23500,4,8,NA,NA,NA,3,3,50,0,65,1,2,3,3,NA,NA,0,0,1,0,6,8,0,4,0.08513795756842912
1,73,Female,5,Full-time employed,25500,4,8,NA,NA,4,NA,5,35,1,50,1,2,2,NA,5,NA,0,0,1,0,9,9,0,6,0.474217953533294
1,44,Female,2,Full-time employed,22000,5,8,3,2,NA,NA,NA,53,1,53,0,NA,NA,2,2,5,1,0,1,0,5,9,0,3,0.5242495784148398
1,47,Female,2,Part-time employed,29000,4,8,4,NA,4,NA,NA,88,0,66,0,NA,4,NA,3,4,0,1,0,0,8,11,0,4,0.5151415764731606
1,25,Female,2,Homemaker,500,4,8,NA,NA,3,NA,3,41,1,50,1,3,3,NA,3,NA,0,0,0,0,6,9,0,5,0.11464240186381824
1,30,Female,4,Permanently disabled,12000,2,8,NA,1,NA,NA,4,79,0,78,0,2,NA,2,4,NA,0,0,0,0,5,8,0,5,0.07996768982229407
1,58,Female,3,Full-time employed,40000,4,8,NA,4,NA,3,NA,67,0,70,0,2,NA,3,NA,4,0,0,1,0,7,9,0,3,0.12330535829567468
1,38,Female,2,Part-time employed,15000,4,8,3,NA,NA,NA,3,50,1,31,0,NA,3,3,3,NA,NA,1,0,0,6,9,0,2,0.04863741903947205
1,38,Female,2,Permanently disabled,10000,2,8,5,NA,5,NA,NA,28,0,35,1,NA,5,NA,3,3,1,0,0,0,10,11,0,2,0.24140542177797977
1,19,Male,3,Student,13000,3,8,NA,2,NA,5,NA,41,1,50,0,2,NA,4,NA,5,1,0,0,0,7,11,1,6,0.22789468228464804
1,40,Female,2,Unemployed,25000,6,8,NA,NA,2,2,NA,36,1,64,0,2,2,NA,NA,4,0,0,0,0,4,8,0,2,0.36553791015262926
1,31,Female,2,Unemployed,11316,4,8,5,NA,5,NA,NA,46,0,45,0,NA,1,NA,5,1,1,0,0,0,10,7,0,7,0.1603703703703704
1,69,Female,2,Homemaker,10000,1,8,NA,2,NA,NA,5,55,1,50,1,3,NA,3,4,NA,0,0,0,0,7,10,0,3,0.02214864710583397
1,18,Female,3,Part-time employed,12000,3,8,2,NA,NA,4,NA,32,0,69,1,NA,2,2,NA,2,0,1,0,0,6,6,0,2,0.08028190592921713
1,33,Male,3,Part-time employed,50000,2,8,NA,NA,NA,3,2,78,1,64,1,2,2,2,NA,NA,0,1,0,0,5,6,1,7,0.3649445743923523
1,58,Female,3,Retired,20000,4,8,2,NA,NA,2,NA,62,1,68,1,NA,2,2,NA,4,0,0,0,0,4,8,0,1,0.5640687140051817
1,56,Female,2,Full-time employed,24000,4,8,NA,2,NA,NA,5,80,1,40,0,3,NA,4,4,NA,0,0,1,0,7,11,0,3,0.063026795823374
1,68,Female,5,Part-time employed,57000,1,6,NA,NA,3,NA,4,70,1,55,0,5,5,NA,5,NA,0,1,0,0,7,15,0,2,0.2448148643740562
1,77,Female,2,Retired,55000,1,8,NA,5,2,NA,NA,75,1,50,1,3,NA,NA,2,4,1,0,0,0,7,9,0,5,0.06528835690968449
1,37,Female,3,Homemaker,30000,1,8,NA,4,5,NA,NA,88,1,29,1,3,NA,NA,3,3,0,0,0,0,9,9,0,2,0.11236837969511236
1,41,Male,2,Part-time employed,12456,1,8,NA,NA,NA,5,3,92,1,50,0,2,1,1,NA,NA,0,1,0,0,8,4,1,7,0.6050262835745661
1,23,Male,2,Unemployed,6000,4,8,NA,2,4,NA,NA,63,0,42,0,2,NA,NA,4,4,0,0,0,0,6,10,1,6,0.3641699068300198
1,34,Male,2,Full-time employed,50000,2,8,NA,5,5,NA,NA,53,1,53,0,5,NA,NA,5,5,0,0,1,0,10,15,1,3,0.3268956331462277
1,27,Male,2,Full-time employed,19000,6,8,3,NA,NA,NA,1,74,1,65,0,NA,5,2,5,NA,0,0,1,0,4,12,1,4,0.3062982564666529
1,39,Female,5,Unemployed,1668,4,4,2,NA,NA,NA,1,0,0,50,1,NA,2,1,5,NA,0,0,0,0,3,8,0,3,0.19336972010862263
1,59,Female,3,Permanently disabled,5000,2,8,3,NA,NA,4,NA,80,1,50,1,NA,3,4,NA,4,0,0,0,0,7,11,0,8,0.19791830941491884
1,48,Female,5,Full-time employed,175000,6,8,NA,NA,NA,5,1,90,0,75,0,2,2,2,NA,NA,1,0,1,0,6,6,0,7,0.3102948284195264
1,53,Female,5,Full-time employed,140000,2,8,4,2,NA,NA,NA,56,1,50,1,NA,NA,4,4,4,0,0,1,0,6,12,0,7,0.2100512163892445
1,67,Male,6,Retired,104000,2,8,NA,NA,4,5,NA,33,0,44,0,2,3,NA,NA,5,0,0,0,0,9,10,1,2,0.16981132075471694
1,54,Female,5,Part-time employed,23500,1,8,NA,NA,NA,4,5,56,0,51,0,4,2,4,NA,NA,0,1,0,0,9,10,0,7,0.06908228919742632
1,32,Female,3,Full-time employed,10000,4,8,NA,NA,3,NA,3,50,1,50,1,3,3,NA,5,NA,0,0,1,0,6,11,0,4,0.09757776393850992
1,65,Female,6,Retired,125000,2,8,NA,NA,NA,4,4,78,0,41,1,2,4,4,NA,NA,0,0,0,0,8,10,0,2,0.22197233013017104
1,45,Male,4,Full-time employed,50000,1,8,NA,2,NA,2,NA,44,0,9,0,1,NA,1,NA,5,0,0,1,0,4,7,1,9,0.2569128820733442
1,59,Female,2,Full-time employed,5500,4,8,NA,NA,3,3,NA,56,1,69,0,3,3,NA,NA,3,1,0,1,0,6,9,0,2,0.3772162099930923
1,65,Female,2,Retired,25000,2,8,3,3,NA,NA,NA,57,0,44,0,NA,NA,3,4,4,0,0,0,0,6,11,0,3,0.08807650234658948
1,63,Male,2,Part-time employed,30000,6,8,2,NA,2,NA,NA,44,1,40,0,NA,2,NA,4,4,0,1,0,0,4,10,1,7,0.37484094852515903
1,54,Female,2,Part-time employed,1000,2,8,NA,NA,3,2,NA,39,1,46,0,2,2,NA,NA,3,0,1,0,0,5,7,0,7,0.2887694982999819
1,45,Female,2,Unemployed,1000,4,8,3,3,NA,NA,NA,36,1,24,0,NA,NA,3,3,3,0,0,0,0,6,9,0,9,0.17848405369068343
1,20,Female,2,Part-time employed,0,2,8,2,NA,NA,NA,3,76,0,32,1,NA,5,4,3,NA,0,1,0,0,5,12,0,2,0.2661866638009779
1,20,Female,3,Part-time employed,6000,4,8,NA,2,NA,NA,3,37,1,30,0,2,NA,2,4,NA,0,1,0,0,5,8,0,4,NA
1,52,Female,4,Homemaker,50000,4,8,1,1,NA,NA,NA,62,0,18,0,NA,NA,1,1,5,0,0,0,0,2,7,0,6,0.11956270912657208
1,42,Female,4,Full-time employed,47000,4,8,NA,NA,NA,3,3,83,0,80,0,2,2,3,NA,NA,0,0,1,0,6,7,0,9,0.31280169441434347
1,65,Female,5,Part-time employed,79000,1,8,NA,5,5,NA,NA,70,0,44,0,5,NA,NA,5,5,0,1,0,0,10,15,0,9,0.4543601003764115
1,50,Female,2,Unemployed,12000,2,8,2,NA,NA,NA,3,74,1,89,1,NA,3,3,3,NA,0,0,0,0,5,9,0,2,0.4522996866606983
1,39,Male,3,Full-time employed,34000,4,8,NA,NA,2,5,NA,55,0,57,1,2,1,NA,NA,4,1,0,1,0,7,7,1,1,0.07854202157864854
